Date,Close,High,Low,Open,Volume,Moving average - 20,Moving average - 50,Signal,Profit/Lost
2026-06-15,19.440000534057617,19.5,19.200000762939453,19.200000762939453,3440,19.34399995803833,19.503800048828126,0,0.0
2026-06-16,19.459999084472656,19.459999084472656,19.15999984741211,19.360000610351562,3091,19.338999938964843,19.513000030517578,0,0.0
2026-06-17,19.34000015258789,19.459999084472656,19.15999984741211,19.280000686645508,2143,19.327999973297118,19.51780002593994,0,0.0
2026-06-18,19.34000015258789,19.479999542236328,19.299999237060547,19.360000610351562,4488,19.32200002670288,19.525800018310548,0,0.0
2026-06-19,19.479999542236328,19.5,19.280000686645508,19.479999542236328,2061,19.327999973297118,19.535,0,0.0
2026-06-22,19.5,19.559999465942383,19.299999237060547,19.299999237060547,4697,19.334000015258788,19.546199989318847,0,0.0
2026-06-23,19.299999237060547,19.700000762939453,19.219999313354492,19.5,16177,19.33699998855591,19.538599967956543,0,0.0
2026-06-24,19.5,19.700000762939453,19.34000015258789,19.579999923706055,2948,19.34300003051758,19.544599952697755,0,0.0
2026-06-25,19.440000534057617,19.5,19.399999618530273,19.5,1479,19.35000009536743,19.5303999710083,0,0.0
2026-06-26,19.219999313354492,19.440000534057617,19.219999313354492,19.440000534057617,2927,19.34700002670288,19.51879997253418,0,0.0
2026-06-29,19.579999923706055,19.579999923706055,19.219999313354492,19.260000228881836,3266,19.361999988555908,19.51319995880127,0,0.0
2026-06-30,19.520000457763672,19.579999923706055,19.459999084472656,19.479999542236328,4644,19.38100004196167,19.51439998626709,0,0.0
2026-07-01,19.5,19.540000915527344,19.459999084472656,19.5,8227,19.393000030517577,19.508400001525878,0,0.0
2026-07-02,19.6200008392334,19.6200008392334,19.459999084472656,19.579999923706055,7693,19.413000106811523,19.50640003204346,0,0.0
2026-07-03,19.5,19.6200008392334,19.5,19.6200008392334,566,19.41200008392334,19.50360004425049,0,0.0
2026-07-06,19.31999969482422,19.6200008392334,19.31999969482422,19.6200008392334,2493,19.40900011062622,19.497600021362306,0,0.0
2026-07-07,19.299999237060547,19.5,19.15999984741211,19.479999542236328,6188,19.414000034332275,19.491599998474122,0,0.0
2026-07-08,19.280000686645508,19.299999237060547,19.200000762939453,19.299999237060547,1174,19.410000038146972,19.483199996948244,0,0.0
2026-07-09,19.299999237060547,19.299999237060547,19.15999984741211,19.15999984741211,3492,19.410999965667724,19.475599975585936,0,0.0
2026-07-10,19.280000686645508,19.299999237060547,19.100000381469727,19.280000686645508,7128,19.410999965667724,19.46719997406006,0,0.0
2026-07-13,19.18000030517578,19.5,19.040000915527344,19.299999237060547,10824,19.397999954223632,19.450799980163573,0,0.0
2026-07-14,19.200000762939453,19.299999237060547,19.100000381469727,19.100000381469727,12244,19.385000038146973,19.435200004577638,0,0.0
2026-07-15,19.200000762939453,19.360000610351562,19.100000381469727,19.100000381469727,1365,19.37800006866455,19.423200035095213,0,0.0
2026-07-16,19.239999771118164,19.239999771118164,19.100000381469727,19.200000762939453,3568,19.373000049591063,19.41400001525879,0,0.0
2026-07-17,19.399999618530273,19.5,19.100000381469727,19.239999771118164,5234,19.369000053405763,19.406399993896486,0,0.0
